Share of modern renewables in total final energy consumption (%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cayman Islands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0,01;0,02;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0;0,01;0,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Central African Republic;0,88;0,87;0,84;0,83;0,92;0,93;4,95;5,4;5,23;3,26;3,19;3,12;3,07;3,04;3,41;3,44;3,41;2,48;1,92;1,88;1,82;1,83;2,17;2,51;2,48;2,48;2,49;2,51;2,54;2,57;2,58;2,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chad;1,53;1,8;1,75;1,82;1,76;1,63;1,59;1,74;1,54;1,53;1,5;1,47;1,44;1,42;1,27;1,44;1,42;1,37;1,36;1,36;1,25;1,08;1,08;0,97;1,03;1,08;1,1;1,13;1,16;1,18;1,11;1,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chile;34,03;37,27;38,62;35,77;34,82;34,17;32,23;29,96;29,75;29,06;31,36;32,15;33,07;31,62;31,44;32,26;32,91;30,46;30,83;31,53;27,04;28,79;30,31;30,23;26,95;25,06;24,55;24,1;25,46;25,27;26,73;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China;1,3;1,32;1,37;1,49;1,76;1,98;2,09;2,14;2,29;2,38;2,58;3,1;3,15;2,99;3,14;3,25;3,4;3,73;4,42;4,76;4,97;5;5,91;6,56;7,25;7,72;8,44;9,09;9,71;10,53;11,11;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China, Hong Kong Special Administrative Region;0,22;0,22;0,18;0,19;0,15;0,14;0,15;0,11;0,07;0,06;0,05;0,06;0,08;0,08;0,09;0,08;0,07;0,1;0,13;0,11;0,15;0,48;0,17;0,26;0,23;0,2;0,16;0,2;0,23;0,23;0,27;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China, Macao Special Administrative Region;0;0;0;0;0;0;0;0;0;0,19;0,18;0,8;1,19;2,16;2,2;2;2,49;3,42;4,66;2,97;5,49;6,37;11,13;16,61;11,45;5,41;5,38;3,87;8,43;8,43;11,02;13,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Not available;2,03;1,23;1,9;1,23;1,43;1,38;1,35;1,77;2;1,74;1,68;1,91;1,59;1,65;1,65;1,8;1,84;1,93;2,08;2,01;2,13;2,12;2,46;2,49;2,28;2,34;2,56;2,47;2,53;2,96;2,95;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Colombia;19,65;18,58;17,74;17,79;18,95;18,7;19,24;17,87;17,82;19,47;18,21;18,7;19,95;20,74;21,85;21,71;21,65;21,99;21,95;22,54;21,54;21,89;21,54;21,21;21,91;21,41;21,12;23,59;21,78;23,5;23,26;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comoros;5,01;4,97;4,99;4,95;4,96;4,94;4,97;4,94;4,84;4,81;4,73;4,71;4,76;4,36;4,3;4,45;4,19;5,04;4,97;4,64;4,71;4,91;4,8;4,42;4,66;4,34;4,09;3,81;3,69;3,58;3,26;2,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Congo;4,9;5,28;5,26;4,63;5,13;4,94;5,3;4,71;3,74;2,13;4,65;4,24;4,98;3,53;3,35;3,32;2,57;3,32;2,95;2,28;1,92;2,74;3,02;2,78;2,81;13,19;14,07;14,88;14,68;13,89;14,21;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cook Islands;0;0;0;0;0;0;0;0;0;0;0,03;0,03;0,04;0,04;0,03;0,03;0,03;0,03;0,03;0,03;0,02;0,02;0,02;0,2;0,49;1,25;2,12;2,39;5,45;4,95;6,2;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Costa Rica;33,64;33,06;24,55;26,1;26,23;25,16;26,96;29,54;26,4;27,59;30,38;28,56;28,1;28,43;30,52;32,12;31,68;33,09;33,42;34,52;33,9;32,47;33,28;33,3;33,92;34,93;31,98;31,46;31,38;31,65;34,44;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Côte d'Ivoire;12,8;12,73;12,39;12,08;12,18;13,12;12,53;11,95;11,71;9,86;10,15;10,45;10,28;11,22;9,38;9,47;9,29;9,86;9,78;9,82;8,96;9,6;9,25;8,67;8,84;7,6;8,63;8,31;9,17;9,7;9,54;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Croatia;21,67;32,87;29,7;29,83;30,02;30,3;34,3;29,21;28,05;27,79;26,76;26,92;24,61;24,82;26,56;26,82;25,51;22,66;24,14;27,16;29,75;27,16;29,4;32,82;33,6;33,09;31,83;29,79;32,83;31,6;32,37;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuba;42,49;46,65;50,73;46,21;45,25;40,7;40,86;36,3;34,24;33,2;33,9;33,56;34,24;33,34;33,54;26,07;21,74;18,24;18,51;18,75;15,43;19,03;19,26;18,03;22,92;21,01;19,03;21,85;23,87;23,01;23,8;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curaçao;0;0;0;0,1;0,08;0,08;0,08;0,08;0,08;0,08;0,07;0,63;0,6;0,61;0,61;0,6;0,59;0,58;0,51;0,51;0,5;0,5;0,57;1,12;1,36;1,31;1,42;1,86;2,55;2,48;2,78;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cyprus;0,49;0,36;0,34;0,33;0,72;3,33;3,33;3,27;3,24;3,2;3,08;3,03;3,16;3,24;3,29;3,34;3,5;4,32;5,45;6,29;6,5;7,6;8,6;9,73;9,49;10,41;10,27;10,94;12,02;11,97;15,02;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Czechia;3,57;3,98;5,9;5,82;5,91;5,3;5,24;5,65;5,97;6,48;5,94;6,29;7,28;6,72;7,13;7,53;7,88;8,32;8,99;10,25;10,95;12,16;12,8;13,95;14,85;14,84;14,77;14,46;14,72;15,88;16,97;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Democratic People's Republic of Korea;6,91;7,23;7,38;7,6;8,53;9,1;9,61;9;9,2;8,73;8,1;8,01;8,38;8,63;8,75;8,62;8,36;10,18;9,54;11,57;12,7;17,03;16,63;22,44;19,75;21,47;21,62;11,09;12,24;10,43;11,78;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Democratic Republic of the Congo;20,77;21,54;21,76;21,96;21,6;21,67;21,63;21,61;21,53;21,44;23,2;23,23;23,03;22,91;22,88;23,06;23,29;23,38;23,24;23,41;23,33;23,29;21,55;19,44;17,69;17,96;18,07;5,24;6,21;6,41;6,6;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denmark;7,05;7,07;7,75;7,7;7,33;7,51;7,26;8,1;8,51;9,06;10,73;11,12;11,86;12,72;14,44;16,12;15,26;17,69;18,54;19,33;21,2;23,83;26,93;27,05;30,19;32,53;31,95;35,02;34,56;37,29;39,7;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Djibouti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02;0,02;0,09;0,06;0,15;0,22;0,22;0,15;0,13;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dominica;5,83;5,85;5,85;5,48;5,61;8,6;12,61;9,63;9,25;8,64;6,07;4,73;7,9;5,53;6,75;5,43;5,66;4,06;4,2;4,16;6,31;9,8;7,35;7,66;6,24;5,01;7,17;5,85;4,68;4,15;4,27;4,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dominican Republic;6,69;7,29;7,11;9,96;9,62;8,6;8,13;7,45;8,21;8,11;7,62;7,51;7,56;8,39;9,78;8,96;7,96;7,86;7,55;7,57;7,42;7,34;7,76;7,8;7,74;5,96;6,87;8,41;7,65;6,66;7,94;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ecuador;11,72;11,6;11,67;12,56;12,32;11,36;11,51;9,41;11,51;13,03;13,39;11,52;11,68;11,46;12,11;11,9;10,13;11,95;11,69;9,58;8,82;10,46;10,76;9,64;10,11;11,21;12,93;15,36;14,76;16,24;18,5;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Egypt;3,46;3,56;3,34;3,49;3,89;3,71;3,65;3,57;3,53;3,99;3,47;3,47;2,95;3,03;3,04;2,6;2,53;2,72;2,58;2,32;2,14;2,29;2,17;2,22;2,28;2,25;2,09;2;2,13;3,07;3,3;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Salvador;22,34;21,77;19,48;18,19;17,06;16,41;17,85;16,18;16,25;16,65;22,66;21,56;21,5;21,12;20,12;20,33;20,11;16,88;18,17;17,21;17,84;17,04;17,11;14,49;13,71;12,73;12,76;16,4;16,13;13,75;17,96;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Equatorial Guinea;0,15;0,23;0,3;0,35;0,42;0,47;0,41;0,33;0,31;0,29;0,24;1,33;0,91;0,85;0,21;0,2;0,19;0,22;0,06;0,08;0,05;0,06;0,22;0,34;1,2;1,51;1,28;1,13;1,57;2,14;1,99;1,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;..;..;3,29;3,06;2,83;2,74;2,69;3;3,23;3,27;3,28;3,16;3,13;3,15;3,12;3,29;3,4;3,47;3,59;3,58;3,56;3,4;3,51;3,68;3,67;3,73;3,68;3,68;3,78;3,83;3,78;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estonia;3,54;3,59;5,88;6,64;11,11;17,88;20,08;20,05;17,88;19,97;19,76;18,85;19,34;19,88;20;18,9;17,22;18,65;20,45;24,21;25,32;25,16;24,96;24,47;25,29;28,17;27,23;27,52;28,59;31,34;40;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eswatini;36,9;35,91;35,62;33,61;30,73;29,42;35,58;31,17;33,95;34,35;35,55;36,14;38,25;39,51;38,96;40,49;48,7;48,79;49,83;47,53;48,33;48,74;52,43;53,15;54,71;51,58;41,57;37,9;39,05;40,26;40,46;41,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ethiopia;1,21;1,21;1,24;1,25;1,27;1,29;1,3;1,31;1,3;1,29;1,3;1,28;1,35;1,38;1,43;1,51;1,56;1,56;1,48;1,52;1,76;1,88;2,07;2,23;2,29;2,46;2,64;2,65;2,97;2,95;3,01;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Falkland Islands (Malvinas);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,49;2,91;2,85;3,38;3,8;3,64;3,71;3,69;4,26;3,94;3,94;3,77;3,54;3,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faroe Islands;2,54;2,73;3,11;3,05;3,15;3,21;2,71;3,26;3,14;2,79;2,77;2,56;3,4;3,11;3,42;3,84;4,3;4,54;4,51;5,12;3,38;5;4,7;4,53;6,54;7,47;6,32;5,97;5,86;5,4;5,33;5,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiji;55,68;53,95;54,81;56,17;60,57;56,99;55,9;50,04;43,54;52,73;48,52;39,03;47,44;39,33;34,53;38,56;37,79;34,69;40,57;39,86;26,5;31,97;31,92;31,64;32,11;31,55;26,34;27,38;24,65;25,34;30,32;28,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finland;24,51;24,03;25,12;26;25,13;27,27;26,87;28,83;30,5;30,24;31,68;29,25;29,52;28,35;31,1;31,52;31,25;31,8;34,61;32,46;33,43;35,14;38,72;38,52;41,25;43,23;42,4;44,48;44,3;45,6;47,49;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;10,54;11,13;11,37;10,97;11,05;10,81;10,59;10,07;9,79;9,86;9,32;9,46;8,73;8,91;8,95;8,66;8,52;9,46;10,6;11,32;11,99;10,65;12,35;13,44;13,19;13,34;14,25;14,12;15,21;15,53;16,87;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
French Guiana;1,21;1,2;1,2;1,3;5,87;7,81;12,08;13,54;4,43;16,32;16,38;18,79;22,94;15,01;18,41;20,44;25,3;22,43;26,13;17,27;20,2;..;..;..;..;..;..;..;..;..;..;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
French Polynesia;3,63;3,67;6,2;6,5;6,14;7,63;6,76;6,76;9,38;6,46;8,13;6,15;5,72;6,71;7,23;7,51;9,54;9,22;8,79;8,76;7,04;6,57;6,32;6,16;7,12;7,5;7,76;7,75;7,37;7,32;7,8;7,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gabon;19,52;18,58;18,39;18,07;17,61;16,93;16,98;16,73;16,72;17,2;17,38;17,49;33,79;44,22;51,31;55,09;58,88;61,98;63,85;65,79;65,32;52,7;43,44;60,22;57,24;57,4;56,65;63,17;63,2;63;63,22;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gambia;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0,02;0,04;0,04;0,06;0,07;0,07;0,1;0,12;0,1;0,1;0,1;0,09;0,09;0,09;0,09;0,09;0,08;0,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgia;12,77;14,12;18,54;26,02;22,7;46,4;42,75;44,36;47,53;49,66;47,25;53,15;56,76;55,33;54,53;41,48;37,22;36,22;36,3;36,72;39,15;31,53;28,69;32,41;30,69;27,54;27,18;27,52;27,37;24,69;23,45;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Germany;2,1;1,99;2,06;2,11;2,27;2,32;2,25;2,82;3,05;3,26;3,7;3,9;4,41;5,44;6,34;7,28;8,59;10,47;10,25;10,72;11,61;12,54;13,64;13,63;14,02;14,55;14,24;15,22;16,04;17,07;18,6;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghana;15,8;16,33;16,2;16,29;15,49;16,54;17,04;16,39;11,72;13,45;23,96;23,73;20,98;19,22;19,71;19,81;18,83;15,8;17,18;15,74;15,62;15,36;16,19;17,32;16,02;13,39;14,67;11,27;10,59;11,42;11,01;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gibraltar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Greece;7,81;8,32;7,9;8;8,04;8,31;8,21;8;7,56;8,01;7,82;7,11;7,33;7,6;7,85;8,01;8,51;8,05;8,32;9,18;11,38;11,38;14,17;16,61;16,41;17,47;16,41;16,38;17,86;18,52;20,08;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
