Share of modern renewables in total final energy consumption (%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Greenland;0,5;0,53;0,58;5,3;11,19;10,7;10,5;9,19;9,35;9,39;9,19;8,73;9,48;9,47;6,7;6,99;7,1;6,89;6,87;8,8;10,08;10,2;10,05;11,15;12,48;13,1;12,37;11,35;11,3;10,84;11,46;11,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grenada;0,98;0,95;0,91;1,37;0,87;1,26;1,04;0,95;0,85;0,81;0,83;0,82;0,82;0,81;0,81;0,83;0,82;0,82;0,79;0,77;0,78;0,81;0,83;0,84;0,83;0,85;0,96;1,03;0,97;0,94;1;1,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guadeloupe;5,91;11,31;8,39;8,67;8,14;7,96;8,12;7,8;1,79;1,93;2;1,92;2,24;2,33;2,74;3,68;3,4;3,74;3,76;3,22;2,53;..;..;..;..;..;..;..;..;..;..;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,26;3,01;2,95;3,02;3,01;3,08;3,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;9,75;10,36;9,54;9,78;10,11;10,39;10,55;11,36;10,78;10,09;9,43;9,66;6,67;6,73;7,33;7,34;7,79;7,33;5,91;5,38;6,61;6,65;6,9;6,95;6,98;6,14;6,19;6,8;6,33;6,08;6,87;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guernsey;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0,07;1,59;1,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;1,04;0,97;1,21;1,27;1,21;0,85;1,12;1,46;1,8;1,6;1,84;1,93;2,02;1,53;1,9;1,69;1,6;1,78;1,67;1,53;1,46;1,31;1,52;1,53;1,41;2,35;2,75;2,88;2,86;2,85;3,06;3,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea-Bissau;6,23;6,32;6,41;6,48;6,58;6,7;6,78;6,71;6,87;6,9;7,27;7,3;7,33;7,21;7,22;7,26;7,3;7,31;7,43;7,45;7,5;7,58;7,65;7,7;7,74;7,81;7,86;7,96;8,03;8,01;8,29;8,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;22,43;29,27;30,5;30,61;23,02;22,14;20,89;19,92;20,18;19,57;23,43;24,33;27,98;28,02;29,45;27,86;29,8;26,98;26,34;25,62;24,94;27,84;23,91;21,89;19,4;20,53;17,83;18,56;13,16;7,77;9,07;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haiti;9,77;8,97;8,15;8,06;8,18;7,63;7,66;8,18;8,05;7,98;7,65;7,53;6,66;6,75;7,03;7,08;7,06;6,49;4,95;4,98;4,16;4,19;4,6;4,48;4,3;4,19;4,17;4,23;4,3;4,29;4,23;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Honduras;18,04;18,05;17,03;16,84;15,35;14,94;15,74;15,6;14,66;17,22;14,17;12,73;12,77;11,69;9,38;14,01;14,71;14,95;12,29;9;12,63;10,39;9,68;9,54;10,32;10,17;12,63;14,46;14,97;13,55;13,7;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hungary;3,86;4,28;4,89;5,05;5,11;5,42;5,14;5,23;5,19;5,16;5,17;5,12;5,17;5,01;4,63;7,29;7,86;9;8,96;12,29;13,46;14,74;16,47;17,18;15,72;15,6;15,34;14,55;13,6;13,64;14,76;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iceland;54,67;54,79;54,63;54,66;54,14;55,65;52,25;54,88;57,21;59,82;60,66;62,12;61,84;61,88;61,88;62,7;64,19;67,5;73,92;74,61;75,89;77,12;77,71;76,62;76,95;77,76;80,77;80,68;81,26;81,57;82,79;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;10,13;10,49;10,4;10,8;11,43;11,06;11,51;11,61;11,88;11,76;11,78;12,78;12,21;12,37;12,59;13,02;13,34;13,26;12,61;11,94;12,03;11,71;12,04;12,98;13,15;13,52;13,9;14,44;15,32;15,99;17,71;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indonesia;10,88;10,99;11,11;10,9;10,43;10;9,83;9,23;9,65;9,02;8,99;8,35;7,88;7,22;6,64;6,38;6,41;6,2;6,47;6,46;6,3;5,74;5,71;6,65;6,92;6,45;8,18;7,83;8,91;9,71;13,03;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iran (Islamic Republic of);1,06;1,06;1,28;1,33;0,9;0,84;0,85;0,75;0,73;0,49;0,36;0,45;0,61;0,78;0,7;1,15;1,17;1,08;0,48;0,57;0,68;0,74;0,76;0,83;0,78;0,75;0,89;0,83;0,85;0,85;0,88;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iraq;1,6;0,75;0,49;0,41;0,37;0,39;0,36;0,38;0,38;0,38;0,36;0,35;0,31;0,35;0,36;2,43;2,56;2;1,15;1,21;1,67;1,14;1,3;1,46;1;0,82;0,94;0,57;0,49;1,04;1,08;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;2,28;2,23;2,17;2,11;2,18;1,93;1,95;1,91;2,3;2,08;2,04;1,97;2,25;2,01;2,31;2,89;3,23;3,55;4,19;5,3;5,29;6,96;6,9;7,71;8,78;9,52;8,61;10,11;10,83;12,33;13,69;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Isle of Man;0;0;0;0;0;0;0;0;0;0;0;0;1,48;1,12;6,28;2,68;3,27;1,94;1,31;1,87;1,93;2,85;3,5;2,06;1,85;2,17;1,96;1,88;2,04;1,9;2,15;2,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Israel;5,8;6,03;6,24;5,89;5,65;5,44;5,45;5,7;6,07;5,86;5,96;6,3;6,5;6,52;6,73;7,03;6,86;6,72;8,9;8,46;8,55;9,08;2,88;3,27;3,7;3,74;3,99;3,89;3,85;4,49;5,61;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Italy;3,78;4,67;4,84;4,77;5,25;4,46;4,75;4,83;4,76;5,02;5,12;5,38;5,6;6,24;5,94;6,7;7,51;8,73;10,82;12,54;12,79;11,9;14,39;16,32;17,13;16,57;16,09;16,43;17,08;17,27;18,69;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jamaica;9,25;9,11;9,58;10,13;9,06;9,65;8,88;9,3;6,93;6,6;5,96;4,5;4,66;4,82;3,6;2,67;2,63;3,09;3,14;3,56;4,22;6,55;8,69;9,25;10,11;10,27;9,39;9,18;7,42;6,3;7,82;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Japan;4,34;4,47;4;4,24;3,34;3,69;3,58;3,82;3,82;3,66;3,7;3,5;3,71;4,19;4,26;4,01;4,43;4,28;4,44;4,51;4,66;4,82;4,68;5,05;5,58;6,16;6,38;6,92;7,26;7,76;8,45;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jersey;0;0;0;0;0;0;0;0;0;0;0;0;4,2;11,58;5,36;7,46;7,36;2,78;7,34;4,3;4,44;14,8;6,4;3,64;5,95;14,45;11,19;15,53;16,51;16,86;18,07;17,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jordan;2,7;2,81;2,47;2,45;2,25;2,14;2,11;2,05;2,12;2,11;2,02;2,05;2,02;1,91;1,77;1,63;2,22;2,27;2,69;2,73;2,9;2,96;2,87;3,08;3,06;3,16;4,23;4,7;6,31;7,6;10,11;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kazakhstan;1,41;1,29;1,17;1,34;1,83;1,58;1,63;1,67;1,54;1,79;2,5;2,41;2,77;2,28;1,89;2,09;2,13;1,83;1,15;1,31;1,38;1,38;1,33;1,16;1,34;1,72;2,07;2,01;1,88;1,85;1,78;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenya;3,18;3,35;3,39;3,51;3,48;3,47;3,5;3,22;3,14;2,44;1,56;2,36;2,84;2,84;2,91;2,73;2,62;2,86;2,71;2,16;2,5;2,65;3,05;3,25;3,14;3,7;3,67;3,28;3,81;3,88;4,03;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kiribati;0;0;0;0;0;0;0;0;0;0;0,04;0,05;0,04;0,04;0,13;0,13;0,11;0,12;0,12;0,12;0,19;0,18;0,19;0,18;0,31;0,88;1,12;0,99;1,06;1,06;1,13;1,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kuwait;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0,01;0,02;0,03;0,06;0,1;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyrgyzstan;7,93;9,02;12,99;16,2;26,51;34,97;29,49;28,75;25,07;34,54;35,16;36;28,3;30,51;27,71;28,03;27,76;24,49;22,04;24,73;25,59;25,95;22,45;24,81;26,6;23,51;22,16;24,73;23,39;28,31;30,04;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lao People's Democratic Republic;0,96;1,27;1,43;1,5;1,59;1,88;2,09;2,36;2,72;2,94;20,6;20,73;20,67;20,73;19,81;20,15;20,37;20,96;21,18;21,96;22,7;22,87;23,53;24,06;24,78;22,67;22,01;21,23;21,62;22,48;24,02;23,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latvia;17,57;18,68;21,59;25,38;28,34;32,43;32,03;32,89;35,35;36,33;35,82;35,35;34,38;34,34;36,11;36,3;34;33,08;33,71;38,4;33,07;35,54;40,37;39,6;40,24;38,1;38,48;42,6;40,97;41,48;43,75;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lebanon;4,03;3,16;3,39;2,22;2,29;1,71;2,17;1,79;2,17;1,05;1,57;1,44;2,34;3,55;2,99;3,07;2,58;2,84;1,5;1,72;2,72;3,21;3,14;3,42;1,78;1,96;1,83;1,97;2,59;2,99;4,03;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;0;0;0;0;0;0;0;0;0;2,4;2,35;2,45;2,48;2,51;2,39;2,59;3,07;3,45;3,63;3,72;3,93;4,16;4,42;5,52;5,25;5,58;6,31;5,51;6,59;6,46;5,91;4,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberia;0,07;0,07;0,08;0,08;0,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,09;0,09;0,09;0,09;0,09;0,08;0,41;0,39;0,36;0,36;0,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Libya;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;64,8;59,77;57,7;56,07;56,5;55;51,81;53,18;52,57;52,04;53,95;51,59;51,26;50,24;50,31;49,87;50,84;53,36;52,96;55,15;52,31;55,26;55,5;53,53;54,97;55,53;55,82;55,33;56,81;56,13;55,21;55,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lithuania;3,1;2,89;4,61;8,89;9,82;10,34;11,47;11,62;12,93;14,97;17,19;17,59;17,89;18,07;18,07;17,51;17,46;17,06;18,34;20,09;21,46;22,74;23,92;26,34;27,73;28,96;31,47;33,78;33,73;33,54;31,7;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luxembourg;1,71;1,7;2,01;1,99;2,82;4,01;3,08;4,38;6,71;5,86;6,81;3,42;1,32;1,28;1,35;1,87;2,08;3,64;3,96;3,73;3,68;3,76;4,15;5,71;6,85;9,09;13,5;15,32;16,05;16,45;20,79;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madagascar;16,82;16,78;17,55;18,66;30,12;31,24;30,98;31,07;32,09;31,39;30,23;29,02;36,27;35,79;36,23;37,03;39,24;39,69;42,51;43,25;29,45;27,92;26,82;26,38;26,38;26,46;25,59;24,69;30,93;30,65;31,25;30,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malawi;31,88;32,21;32,75;30,73;33,63;34,98;35,1;34,86;35,5;34,85;36,55;37,22;39,31;39,51;40;41,23;40,72;42,01;42,54;42,54;43,38;43,77;43,98;44,04;46,56;45,56;45,07;43,71;41,33;41,72;40,29;43,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;4,44;4,29;4,01;3,97;4,47;4;3,1;2,58;2,99;3,54;3,22;3,16;2,58;2,43;2,44;2,3;2,49;2,31;2,55;1,75;1,51;1,8;2,25;2,58;2,95;3,4;4,43;5,22;5,31;5,59;5,84;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maldives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07;0,09;0,09;0,11;0,14;0,19;0,21;0,27;0,34;0,29;0,39;0,47;0,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mali;8,87;8,76;8,78;8,66;8,24;8,14;7,79;7,68;7,68;7,58;7,54;8,22;8,07;7,69;8,22;8,21;8,21;8;7,68;7,73;7,76;7,9;7,94;8,46;8,58;8,56;7,77;7,56;7,72;7,43;7,27;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malta;0;0;0;0;0;0;0;0;0;0;0;0;0,09;0,1;0,12;0,14;0,17;0,2;0,22;0,26;1,22;1,97;2,67;3,24;4,48;5,98;9,24;7,27;7,56;7,4;9,18;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marshall Islands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04;0,04;0,16;0,16;0,32;0,33;0,32;0,32;0,32;0,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Martinique;1,46;1,51;1,35;1,37;1,34;1,31;1,29;1,21;1,31;1,27;1,31;1,28;1,3;1,34;1,38;1,45;1,48;2,02;2;2,13;2,23;..;..;..;..;..;..;..;..;..;..;..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mauritania;0,44;0,43;0,44;0,43;0,45;0,48;0,5;0,49;0,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37;0,36;0,94;1,22;0,89;1,22;1,21;1,25;1,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
